Column1,Column2,Column3,Column4,Column5,Column6,Checked
84886454749,die Geschwister (pl.),Ich habe leider keine Geschwister.,sibling,Unfortunately I have no siblings.,,
84886454750,"das Gespräch, -e",Das Gespräch mit Frau Kunz ist um 14 Uhr.,conversation/talk/call,The conversation with Ms Kunz is at 2 pm.,,
84886454751,gestern,Gestern war ich krank.,yesterday,Yesterday I was ill.,,
84886454752,gestorben,Meine Frau ist gestern gestorben.,died,My wife died yesterday.,,
84886454753,"das Getränk, -e",Mein Lieblingsgetränk ist Tomatensaft.,drink,My favourite drink is tomato juice.,,
84886454754,das Gewicht,Bei „Gewicht“ schreibst du: 62 Kilo.,weight,"For “weight”, write 62 kg.",,
84886454755,gewinnen,Wer gewinnt das Spiel?,to win,Who is winning the game?,,
84886454756,"das Glas, -ä, er",Bitte noch ein Glas Wein!,glass,"Another glass of wine, please!",,
84886454757,"das Glas, -ä, er",Wir brauchen noch drei Gläser.,glasses,We need three more glasses.,,
84886454758,glauben,"Sie können mir glauben, es ist so.",to believe,"You can believe me, it’s true.",,
84886454759,glauben,"Ich glaube, er kommt gleich.",to think,I think he’ll be here in a moment.,,
84886454760,gleich,Das ist mir gleich.,same,It’s all the same to me.,,
84886454761,gleich,Das ist der gleiche Preis.,same,That is the same price.,,
84886454762,gleich,Ich komme gleich.,now,I’ll be right there.,,
84886454763,"das Gleis, -e",Der ICE nach Berlin hält heute an Gleis 12.,platform,The ICE to Berlin is stopping on platform 12 today.,,
84886454764,das Glück,Viel Glück!,luck,Good luck!,,
84886454765,glücklich,Meine Kinder sind glücklich verheiratet.,happily,My children are happily married.,,
84886454766,der Glückwunsch,Herzlichen Glückwunsch zum Geburtstag.,congratulations,Best wishes on your birthday!,,
84886454767,Grad (Celsius),Heute haben wir dreißig Grad.,degrees,Today it is thirty degrees.,,
84886454768,gratulieren,Ich gratuliere dir!,to congratulate,I congratulate you!,,
84886454769,grillen,Heute grillen wir im Garten.,to (have a) barbecue,Today we are having a barbecue in the garden.,,
84886454770,groß,Mein Bruder und ich sind gleich groß.,tall,My brother and I are the same height.,,
84886454771,groß,Frankfurt ist eine große Stadt.,large,Frankfurt is a large town.,,
84886454772,die Größe,Haben Sie das auch in Größe 40?,size,Do you also have that in size 40?,,
84886454773,die Großeltern (pl.),Meine Großeltern leben in Japan.,grandparents,My grandparents live in Japan.,,
84886454774,die Großmutter,Meine Großmutter heißt Eva.,grandmother,My grandmother is called Eva.,,
84886454775,der Großvater,Mein Großvater ist schon 80.,grandfather,My grandfather is already 80.,,
84886454776,"die Gruppe, -n",Die erste Gruppe beginnt um 16 Uhr.,group,The first group begins at 4 pm.,,
84886454777,"der Gruß, -ü, e",Viele Grüße an Ihre Frau.,regards,Give my regards to your wife.,,
84886454778,"der Gruß, -ü, e",Mit freundlichen Grüßen,regards,Kind regards.,,
84886454779,gültig,Der Pass ist nicht mehr gültig.,valid,The passport is no longer valid.,,
84886454780,günstig,Dort gibt es günstige Angebote.,cheap,There are cheap offers there.,,
84886454781,gut,Das finde ich gut.,good,I think that’s good.,,
84886454782,gut,Ich komme um 13 Uhr. / Gut!,good,I will arrive at 1 pm. / Good!,,
84886454783,gut,Guten Morgen!,good,Good morning!,,
84886454784,gut,Ein gutes neues Jahr!,…,Happy new year!,,
84886454785,gut,Guten Appetit!,…,Bon appetit!,,
84886454786,"das Haar, -e",Sie hat lange Haare.,hair,She has long hair.,,
84886454787,haben,Ich habe ein neues Auto.,to have,I have a new car.,,
84886454788,"das Hähnchen, -",Ein Hähnchen mit Pommes bitte!,chicken,"Chicken with chips, please!",,
84886454789,die Halbpension,Möchten Sie Vollpension oder Halbpension?,board (dining),Would you like full or half-board?,,
84886454790,die Halle,Wir treffen uns in Halle B.,hall,We will meet in hall B.,,
84886454791,hallo,Hallo Inge! Wie geht’s?,hello,Hello Inge! How’s it going?,,
84886454792,halten,Dieser Zug hält nicht in Rüdesheim.,to stop,This train does not stop in Rüdesheim.,,
84886454793,die Haltestelle,An der nächsten Haltestelle müssen Sie aussteigen.,(public transport) stop,At the next stop you must alight.,,
84886454794,"die Hand, -ä, e",Er gibt mir die Hand.,hand,He gives me his hand.,,
84886454795,"das Handy, -s",In der Schule bitte die Handys ausmachen!,mobile telephone,Please turn off your mobile phones in school!,,
84886454796,"das Haus, -ä, er",In welchem Haus wohnst du?,house / building,Which house do you live in?,,
84886454797,"das Haus, -ä, er",Ich gehe jetzt nach Hause.,home,I’m going home now.,,
84886454798,"das Haus, -ä, er",Paul ist nicht zu Hause.,home,Paul is not home.,,
84886454799,"die Hausaufgabe,-n",Kannst du mir bei den Hausaufgaben helfen?,homework,Can you help me with the homework?,,
84886454800,"die Hausfrau, -en/","Die Hausfrau wäscht, kocht und kauft ein.",housewife,"The housewife washes, cooks, and goes shopping.",,
84886454801,der Hausmann,"Der Hausmann wäscht, kocht und kauft ein.",househusband,"The househusband washes, cooks, and goes shopping.",,
84886454802,die Heimat,Ich komme aus der Schweiz. Das ist meine Heimat.,home,I come from Switzerland. It’s my home.,,
84886454803,heiraten,Meine Schwester heiratet einen Japaner.,to marry,My sister is marrying a Japanese man.,,
84886454804,heißen,Ich heiße Charlotte Meier.,to be called,I’m called Charlotte Meier.,,
84886454805,heißen,Wie heißt das auf Deutsch?,to be called,What’s that called in German?,,
84886454806,helfen,"Können Sie mir helfen, bitte?",to help,"Can you help me, please?",,
84886454807,hell,Im Sommer ist es bis 21 Uhr hell.,light,In summer it is light until 9 pm.,,
84886454808,der Herd,In der neuen Küche fehlt noch der Herd.,stove,The stove is still missing from the new kitchen.,,
84886454809,"der Herr, -en","Guten Tag, Herr Sommer!",Mister,"Good day, Mr Sommer!",,
84886454810,herzlich,Herzlichen Glückwunsch!,…,Congratulations!,,
84886454811,heute,Heute ist ein schöner Tag.,today,Today is a beautiful day.,,
84886454812,hier,"Hier ist 06131-553221, Pamela Linke.",here,"This is 06131-553221, Pamela Linke.",,
84886454813,hier,Hier wohne ich.,here,I live here.,,
84886454814,die Hilfe,Hilfe! Bitte helfen Sie mir!,help,Help! Please help me!,,
84886454815,die Hilfe,Brauchen Sie meine Hilfe?,help,Do you need my help?,,
84886454816,hinten,Die Tür zum Aussteigen ist hinten.,at/in the back,The exit door is at the back.,,
84886454817,"das Hobby, -s",Meine Hobbys sind Wandern und Schwimmen.,hobby,My hobbies are hiking and swimming.,,
84886454818,hoch,Der Mount Everest ist 8.880 Meter hoch.,high,"Mount Everest is 8,880 metres high.",,
84886454819,die Hochzeit,Zur dieser Hochzeit kommen mehr als fünfzig Gäste.,marriage,More than fifty guests are coming to this wedding.,,
84886454820,holen,Ich hole zwei Flaschen Wasser aus der Küche.,to fetch,I’m fetching two bottles of water from the kitchen.,,
84886454821,hören,Hör mal! Was ist das?,to listen,Listen! What is that?,,
84886454822,hören,Ich habe das Lied schon mal gehört.,to hear,I have already heard that song.,,
84886454823,"das Hotel, -s",Im Urlaub sind wir in einem Hotel am Meer.,hotel,On holiday we are in a hotel by the sea.,,
84886454824,"der Hund, -e",Der Hund ist noch jung.,dog,The dog is still young.,,
84886454825,der Hunger,Ich habe Hunger! Wann ist das Essen fertig?,hunger,I’m hungry! When will the food be ready?,,
84886454826,ich,Ich heiße Veronika.,I,I’m called Veronika.,,
84886454827,ihm/ihr,Gib ihm/ihr bitte das Buch.,him/her,Please give the book to him/her.,,
84886454828,ihn,Ruf ihn bitte an.,him,"Call him, please.",,
84886454829,immer,Frau Bast kommt immer zu spät.,always,Ms Bast is always late.,,
84886454830,in,Ich wohne in Wiesbaden.,in,I live in Wiesbaden.,,
84886454831,in,Der Zug kommt in fünf Minuten.,in,The train comes in five minutes.,,
84886454832,in,Frau Rausch arbeitet in einem Geschäft.,in,Ms Rausch works in a shop.,,
84886454833,in,"Komm, wir gehen ins Kino.",to,"Come on, we’re going to the cinema.",,
84886454834,"die Information, -en","Wenn Sie Fragen haben, gehen Sie zur Information.",information point,"If you have questions, go to the information point.",,
84886454835,"die Information, -en",Wir haben hier wichtige Informationen für Sie.,information,We have important information for you.,,
84886454836,international,"Unser Deutschkurs ist international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China ...",international,"Our German course is international: Silvana comes from Italy, Conchi from Spain, Yin from China, …",,
84886454837,das Internet,Das findest du im Internet.,internet,You will find that on the internet.,,
84886454838,ja,Sind Sie Herr Watanabe? / Ja.,yes,Are you Mr Watanabe? / Yes.,,
84886454839,"die Jacke, -n",Zieh dir eine Jacke an. Es ist kalt.,jacket,Put your jacket on. It’s cold.,,
84886454840,jed-,Blumen kannst du in jedem Bahnhof kaufen.,every,You can buy flowers at every station.,,
84886454841,jetzt,Jetzt machen wir eine Pause.,now,Now we will take a break.,,
84886454842,"der Job, -s",Jenny hat einen neuen Job bei der Post.,job,Jenny has a new job at the post office.,,
84886454843,"der Jugendliche, -n",Viele Jugendliche kaufen gern ein.,youth/young person,Many youths like shopping.,,
84886454844,jung,Claudia ist 21. / Was? Noch so jung?,young,Claudia is 21. / What? Still so young?,,
84886454845,"der Junge, -n",Ich habe zwei Kinder. Einen Jungen und ein Mädchen.,boy,I have two children. One boy and one girl.,,
84886454846,der Kaffee,Zum Frühstück trinke ich immer Kaffee.,coffee,For breakfast I always drink coffee.,,
84886454847,kaputt,Das Glas war teuer. Es geht sehr leicht kaputt.,…,The glass was expensive. It will break very easily.,kaputt gehen = to break,
84886454848,kaputt,Das Glas ist kaputt.,broken,The glass is broken.,,
84886454849,"die Karte, -n",Ich schreibe meinen Bekannten eine Karte aus dem Urlaub.,card,I’ll write my acquaintances a card from holiday.,,
84886454850,"die Karte, -n",Wollen wir Karten spielen?,card,Shall we play cards?,lit. “do we want to…”,
84886454851,"die Karte, -n","Ich möchte auch etwas essen. Bringen Sie mir die Karte, bitte.",menu,I also want to eat something. Please bring me the menu.,,
84886454852,"(Kredit)-Karte, -n",Kann ich auch mit Karte (be-) zahlen?,(credit) card,Can I also pay by card?,,
84886454853,"die Kartoffel, -n",Für Pommes frites braucht man Kartoffeln.,potato,For chips you need potatoes.,,
84886454854,die Kasse,Zahlen Sie bitte an der Kasse.,till,Please pay at the till.,,
84886454855,kaufen,Tim kauft sich ein neues Auto.,to buy,Tim buys himself a new car.,,
84886454856,kein,Es gibt keine Eintrittskarten mehr.,no/none,There are no more tickets.,,
84886454857,kennen,"Kennen Sie diese Frau? / Nein, leider nicht.",to know,"Do you know this woman? / No, unfortunately not.",,
84886454858,kennenlernen,Wir sind neu hier. Wir möchten Sie kennenlernen.,to get to know,We are new here. We would like to get to know you.,,
84886454859,"das Kind, -er",Wie viele Kinder haben Sie?,child,How many children do you have?,,
84886454860,der Kindergarten,Die kleine Laura geht schon in den Kindergarten.,kindergarten,Little Laura is already going to kindergarten.,,
84886454861,"das Kino, -s",Wir sehen heute Abend im Kino einen schönen Film.,cinema,We’re watching a lovely film this evening.,,
84886454862,der Kiosk,"Am Kiosk bekommen Sie Getränke, Zigaretten und Zeitungen.",kiosk,"At the kiosk you can get drinks, cigarettes, and newspapers.",,
84886454863,klar,Kommst du mit? / Klar!,of course / naturally,Are you coming with us? / Of course!,,
84886454864,die Klasse,In unserer Klasse sind fünfundzwanzig Schüler.,class,In our class there are twenty five pupils.,,
84886454865,die Klasse,Im Zug fahre ich immer 2. Klasse.,class,On the train I always travel in second class.,,
84886454866,die Kleidung,"Wo finde ich Kleidung? / Jacken im ersten, Jeans im zweiten Stock.",clothes,"Where can I find clothes? / Jackets on the first floor, jeans on the second.",,
84886454867,klein,Eltville ist eine kleine Stadt am Rhein.,small,Eltwille is a small town on the Rhine.,,
84886454868,kochen,Herr Georgi kann gut kochen.,to cook,Mr Georgi is good at cooking.,,
84886454869,"der Koffer, –",Ist das Ihr Koffer?,suitcase,Is that your suitcase?,,
84886454870,"der Kollege, -n",Wie heißt die neue Kollegin?,colleague,What’s the new colleague called?,NB: female,
84886454871,kommen,Woher kommen Sie? / Aus Frankreich.,to come,Where do you come from? / From France.,,
84886454872,kommen,Kommst du mit ins Schwimmbad?,to come,Are you coming with us to the pool?,,
84886454873,können,Ich kann Deutsch und Russisch.,to be able to,I can speak German and Russian.,,
84886454874,können,Können Sie mir helfen?,to be able to,Can you help me?,,
84886454875,das Konto,Das Geld überweisen wir am ersten März auf Ihr Konto.,account,We will transfer the money to your account on the first of March.,,
84886454876,der Kopf,Mein Kopf tut weh!,head,My head hurts!,,
84886454877,kosten,Wie viel kostet das? / 10 Euro.,to cost,How much does that cost? / 10 euros.,,
84886454878,krank,"Ich kann heute nicht zur Arbeit kommen, ich bin krank und liege im Bett.",ill,"I can’t come to work today, I’m ill in bed.",,
84886454879,kriegen,Ich kriege 15 Euro in der Stunde für meine Arbeit.,to get,I get 15 euros an hour for my work.,,
84886454880,die Küche,Der neue Herd kommt in die Küche.,kitchen,The new stove goes in the kitchen.,,
84886454881,der Kuchen,Ich nehme ein Stück Kuchen.,cake,I’ll have a piece of cake.,,
84886454882,der Kugelschreiber,Hast du einen Kugelschreiber für mich?,ball-point pen,Do you have a pen I can borrow?,,
84886454883,der Kühlschrank,"Haben wir noch Milch? / Ja, im Kühlschrank.",fridge,"Do we still have milk? / Yes, in the fridge.",,
84886454884,kulturell interessiert,Ich bin kulturell interessiert. Ich gehe oft ins Museum.,interested in culture,I am interested in culture. I often go to the museum.,,
84886454885,kulturell,Die Geschichte ist kulturell wichtig.,cultural,History is culturally important.,,
84886454886,sich kümmern,Jede Mutter kümmert sich um ihre kleinen Kinder.,to look after,Every mother looks after her little children.,,
84886454887,"der Kunde, -n","Einen Moment, bitte. Ich habe eine Kundin.",customer,"One moment, please. I have a customer.",NB: female,
84886454888,"der Kurs, -e",Der Deutschkurs geht bis zum Sommer.,course,The German course runs until summer.,,
84886454889,kurz,Ricardo hat kurzes Haar.,short,Ricardo has short hair.,,
84886454890,lachen,Die Kinder lachen viel.,to laugh,The children laugh a lot.,,
84886454891,"der Laden, -ä",Im Buchladen können Sie Bücher kaufen.,shop,In the bookshop you can buy books.,,
84886454892,"das Land, -ä, er",Italien ist ein schönes Land.,country,Italy is a beautiful country.,,
84886454893,lang,Die Jeans ist zu lang.,long,The jeans are too long.,,
84886454894,lange,Wie lange fährt der Zug von Hamburg nach Berlin?,long,How long is the train journey from Hamburg to Berlin?,,
84886454895,langsam,Könnten Sie bitte etwas langsamer sprechen?,slow,Can you please speak a little slower?,,
84886454896,laufen,"Ich möchte nicht Auto fahren, ich möchte laufen.",to walk/run,"I don’t want to go by car, I want to walk.",,
84886454897,laut,Nicht so laut! Das Baby schläft.,loud,Not so loud! The baby is sleeping.,,
84886454898,leben,Sie lebt bei ihrer Schwester.,to live,She lives at her sister‘s.,,
84886454899,leben,Ihre Eltern leben nicht mehr.,to live,Her parents are no longer alive.,,
84886454900,das Leben,Das Leben in diesem Land ist teuer.,life,Life in this country is expensive.,,
84886454901,die Lebensmittel (pl.),Lebensmittel bekommen Sie im Supermarkt.,food,You can get food from the supermarket.,,
84886454902,ledig,Sind Sie verheiratet? / Nein. Ledig.,single,Are you married? / No. Single.,"NB: marital status, not relationship status",
84886454903,legen,Legen Sie das Buch auf den Tisch.,to put,Put the book on the table.,,
84886454904,"der Lehrer, –",Unsere Deutschlehrerin heißt Frau Müller.,teacher,Our German teacher is called Ms Müller.,,
84886454905,leicht,Der Koffer ist leicht.,light (weight),The suitcase is light.,,
84886454906,leicht,Deutsch ist nicht leicht.,easy,German is not easy.,,
84886454907,leider,Leider kann ich nicht kommen. Ich muss zum Arzt.,unfortunately,Unfortunately I can’t come. I need to go to the doctor.,,
84886454908,leise,Seid leise. Die anderen schlafen schon.,quiet,Be quiet. The others are already asleep.,,
84886454909,lernen,Wie lange lernen Sie schon Deutsch?,to learn,How long have you been learning German?,,
84886454910,lesen,Ich lese ein Buch von García Márquez.,to read,I’m reading a book by García Márquez.,,
84886454911,letzt-,Morgen ist der letzte Kurstag.,last,Tomorrow is the last day of the course.,,
84886454912,die Leute (pl.),In der Disko sind viele Leute.,people,There are a lot of people at the disco.,,
84886454913,das Licht,Wo macht man hier das Licht an?,light,Where do you switch on the light here?,,
84886454914,lieb-,"Liebe Susanne, lieber Hans,",dear,"Dear Susanne, dear Hans,",,
84886454915,lieben,Ich liebe dich!,to love,I love you!,,
84886454916,lieber,Sie fährt lieber mit der Bahn.,to prefer,She prefers to travel by train.,lieber + verb = to prefer doing something,
84886454917,Lieblings-,Mein Lieblingsfilm ist „Schwarze Augen“.,favourite,My favourite film is “Dark Eyes”.,,
84886454918,"das Lied, -er",Welches ist dein Lieblingslied?,song,Which is your favourite song?,,
84886454919,liegen,Um neun Uhr liegt Judith noch im Bett.,to lie,At 9 am Judith is still (lying) in bed.,,
84886454920,liegen,Frankfurt liegt am Main.,to lie / be located,Frankfurt lies on the Main.,NB: not used for humans,
84886454921,links,Gehen Sie die nächste Straße links.,left,Go down the next street on the left.,,
84886454922,"der Lkw, -s",Dieser Lastkraftwagen ist sehr groß.,HGV,That heavy goods vehicle is very large.,,
84886454923,das Lokal,In unserer Straße gibt es ein neues Lokal.,pub,There is a new pub on our street.,,
84886454924,"die Lösung, -en",Die Lösung ist ganz einfach.,solution,The solution is quite simple.,,
84886454925,lustig,Frau Mertens ist lustig. Sie lacht immer.,funny,Ms Mertens is funny. She is always laughing.,,
84886454926,machen,Was machst du heute Abend?,to do,What are you doing this evening?,,
84886454927,machen,Ich muss jetzt das Essen machen.,to make,I need to make the food now.,,
84886454928,machen,Das macht 5 Euro 95.,to come to,That comes to 5 euros 95.,,
84886454929,machen,Das macht nichts.,…,It doesn't matter.,set phrase,
84886454930,"das Mädchen, –",Familie Kurz bekommt ein Baby. / Junge oder Mädchen?,girl,The Kurz family are expecting a new baby. / Boy or girl?,,
84886454931,man,Hier darf man nicht rauchen.,one / impersonal ‘you’,You may not smoke here.,NB: does not sound pretentious in German,
84886454932,"der Mann, -ä, er",Mein Mann arbeitet bei der Polizei.,man / husband,My husband works for the police.,,
84886454933,männlich,Kreuzen Sie bitte an: „weiblich“ oder „männlich“.,male,Please tick “female” or “male”.,,
84886454934,"die Maschine, -n",Die Waschmaschine ist günstig.,machine,The washing machine is cheap.,,
84886454935,das Meer,Wir machen Urlaub am Meer.,sea,We are holidaying by the sea.,,
84886454936,mehr,Dieses Auto kostet 1.000 Euro mehr als das andere.,more,This car costs 1000 euros more than the other.,,
84886454937,mein,Mein Vater ist Arzt.,my,My father is a doctor.,,
84886454938,meist-,Die meisten Norddeutschen sind sehr groß.,most,Most northern Germans are very tall.,,
84886454939,"der Mensch, -en",Die Menschen sind hier anders als bei uns.,people,The people here are different than at home.,,
84886454940,mieten,Ich möchte ein Auto mieten.,to rent,I would like to rent a car.,,
84886454941,die Miete,Die Miete für diese Wohnung ist 600 Euro.,rent,The rent for this flat is 600 euros.,,
84886454942,die Milch,Die Milch steht im Kühlschrank.,milk,The milk is in the fridge.,,
84886454943,mit,Trinken Sie den Kaffee mit Milch?,with,Do you take milk with your coffee?,,
84886454944,mitbringen,Ich gehe einkaufen. Soll ich dir was mitbringen?,to bring with one / to get (sth. for sb.),I’m going shopping. Should I get you anything?,,
84886454945,mitkommen,Ich gehe ins Kino. Kommst du mit?,to come with,I’m going to the cinema. Are you coming with me?,,
84886454946,mitmachen,Warum macht ihr nicht mit?,to join in,Why don‘t you join in?,NB: addressing a group informally,
84886454947,mitnehmen,Nehmen wir meine Schwester ins Kino mit?,to take with,Are we taking my sister with us to the cinema?,,
84886454948,die Mitte,Der Lehrer steht in der Mitte des Klassenzimmers.,middle,The teacher stands in the middle of the classroom.,,
84886454949,die Möbel (pl.),Sind die Möbel neu?,furniture,Is the furniture new?,,
84886454950,möchten,Was möchten Sie trinken?,would like to,What would you like to drink?,,
84886454951,mögen,Magst du Kaffee oder Tee?,to like,Do you like coffee or tea?,,
84886454952,möglich,Mit dieser Fahrkarte ist die Fahrt ab 9 Uhr möglich.,possible,"With this ticket, it is possible to travel after 9 am.",,
84886454953,der Moment,Moment mal bitte!,moment,"Just a moment, please!",,
84886454954,der Moment,Einen Moment bitte.,moment,"One moment, please.",,
84886454955,morgen,Morgen beginnt die Schule um 10 Uhr.,tomorrow,Tomorrow school begins at 10 am.,,
84886454956,müde,Ich bin müde. Ich gehe schlafen.,tired,I’m tired. I’m going to sleep.,,
84886454957,der Mund,Öffnen Sie den Mund.,mouth,Open your mouth.,,
84886454958,müssen,Ich muss jeden Tag von 8 Uhr bis 18 Uhr arbeiten.,to have to,I have to work from 8 am to 6 pm every day.,,
84886454959,"die Mutter, -ü",Frau Berghäuser ist die Mutter von Michaela.,mother,Ms Berghäuser is the mother of Michaela.,,
84886454960,nach,Ich gehe jetzt nach Hause.,to (somewhere),I’m going home now.,,
84886454961,nach,Ich fliege nach München.,to (somewhere),I’m flying to Munich.,,
84886454962,nach,Es ist schon 5 nach 12.,after / past (time),It is already 5 past 12.,,
84886454963,nächst-,Sehen wir uns nächste Woche?,next,Are we seeing each other next week?,,
84886454964,"der Name, -n",Mein Name ist Thomas Schmidt.,name,My name is Thomas Schmidt.,,
84886454965,"der Name, -n","Mein Vorname ist Thomas, Schmidt ist der Familienname.",name,"My first name is Thomas, Schmidt is the surname.",,
84886454966,nehmen,Heute gibt es Hähnchen. Das nehme ich.,to have (food/drink),There is chicken today. I’ll have that.,,
84886454967,nehmen,Ich nehme den Bus.,to take,I take the bus.,,
84886454968,nein,"Fährst du auch nach München? / Nein, ich habe keine Zeit.",no,"Are you also travelling to Munich? / No, I don‘t have time.",,
84886454969,neu,Ich bin der neue Kollege.,new,I am the new colleague.,NB: male,
84886454970,neu,Wir haben eine neue Wohnung.,new,We have a new flat.,,
84886454971,nicht,Das stimmt nicht.,not,That’s not right.,,
84886454972,nicht,"Das ist doch schön, nicht?",no,"That’s really beautiful, no?",,
84886454973,nichts,Das macht nichts.,…,"It's okay, don't worry.",set phrase,
84886454974,nichts,Hier kaufe ich nichts. Der Laden gefällt mir nicht.,nothing,I won’t buy anything here. I don’t like the shop.,,
84886454975,nie,Er kommt nie pünktlich.,never,He is never on time.,,
84886454976,noch,Vielleicht kommt er noch.,still,Perhaps he will still come.,,
84886454977,noch,Wir warten noch fünf Minuten.,another,We will wait another five minutes.,,
84886454978,noch,Ich habe noch 20 Euro.,still,I still have 20 euros.,,
84886454979,normal,75 kg. Sein Gewicht ist normal.,normal,75 kg. His weight is normal.,,
84886454981,"die Nummer, -n",Welche Hausnummer haben Sie?,number,Which house number is yours?,,
84886454982,"die Nummer, -n",Können Sie mir Ihre Nummer geben?,number,Can you give me your number?,,
84886454983,nur,Ich möchte nur ein Glas Wasser.,only,I only want a glass of water.,,
84886454984,oben,Ich wohne oben.,upstairs,I live upstairs.,,
84886454985,das Obst,Im Sommer ist das Obst billig.,fruit,In summer fruit is cheap.,,
84886454986,oder,Wann können Sie kommen – heute oder morgen?,or,When can you come – today or tomorrow?,,
84886454987,öffnen,Ich öffne die Tür.,to open,I open the door.,,
84886454988,geöffnet,Der Laden ist samstags bis 16:00 Uhr geöffnet.,open,The shop is open until 4 pm on Saturdays.,,
84886454989,oft,Petra treffe ich oft.,often,I often meet Petra.,,
84886454990,ohne,Ohne Geld kann er nichts kaufen.,without,Without money he can’t buy anything.,,
84886454991,das Öl,Den Salat machen wir ohne Öl.,oil,We make the salad without oil.,,
84886454992,"die Oma, -s",Meine Oma ist schon tot.,grandmother,My grandmother is already dead.,,
84886454993,"der Opa, -s",Mein Opa heißt Hans.,grandfather,My grandfather is called Hans.,,
84886454994,die Ordnung,Das ist in Ordnung.,…,That is in order/acceptable/fine.,,
84886454995,"der Ort, -e",Der Ort liegt am Meer.,location / place,That place is by the sea.,,
84886454996,das Papier,Hier sind Papier und Bleistift.,paper,Here is a pencil and paper.,,
84886454997,die Papiere (pl.),Haben Sie Ihre Papiere dabei?,papers,Do you have your papers with you?,,
84886454998,"der Partner, -/",Er is mein Partner.,(male) partner,He is my partner.,,
84886454999,"die Partnerin, -nen",Sie ist meine Partnerin.,(female) partner,She is my partner.,,
84886455000,die Party,Heute Abend machen wir eine Party.,party,This evening we are having a party.,,
84886455001,"der Pass, -ä, e",Im Hotel brauchst du deinen Pass.,passport,In the hotel you need your passport.,,
84886455002,"die Pause, -n",Von 12:00 bis 12:30 Uhr haben wir Mittagspause.,break,From 12 until 12:30 pm we have a lunch break.,,
84886455003,"der Plan, -ä, e",Ich kaufe mir einen Stadtplan.,map / plan,I will buy myself a map of the town.,,
84886455004,"der Platz, -ä, e","Tut mir leid, der Platz ist besetzt.",seat,"I’m sorry, this seat is taken.",,
84886455005,"der Platz, -ä, e",Bitte nehmen Sie Platz!,seat,Please take a seat!,,
84886455006,"der Platz, -ä, e",Ich wohne neben dem Platz.,square,I live next to the square.,,
84886455007,die Polizei,Holen Sie die Polizei!,police,Fetch the police!,,
84886455008,die Pommes frites (pl.),Die Kinder essen Hähnchen mit Pommes frites.,chips,The children are eating chicken and chips.,,
84886455009,die Post,"Wo ist die Post, bitte?",post office,"Where is the post office, please?",,
84886455010,die Post,Ist Post da?,post / mail,Is there post?,,
84886455011,die Postleitzahl,Wie ist Ihre Postleitzahl?,postcode,What is your postcode?,,
84886455012,das Praktikum,Ich mache ein Praktikum bei Siemens.,internship,I am doing an internship at Siemens.,,
84886455013,die Praxis,Die Praxis ist ab acht Uhr geöffnet.,practice,The practice is open from 8 am.,,
84886455014,"der Preis, -e",Die Preise sind hoch.,price,The prices are high.,,
84886455015,"das Problem, -e",Mein Problem ist die Sprache.,problem,My problem is the language.,,
84886455016,"der Prospekt, -e",Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.,brochure,Please send me a brochure for your hotel.,,
84886455017,die Prüfung,Die Prüfung ist am Montag um 8:00 Uhr.,examination,The exam is on Monday at 8 am.,,
84886455018,pünktlich,Der Bus fährt pünktlich um acht Uhr.,sharp,The bus leaves at 8 am sharp.,,
84886455019,pünktlich,Herr Müller ist immer pünktlich.,punctual,Mr Müller is always punctual.,,
84886455020,Rad fahren,Das Kind kann schon Rad fahren.,to cycle,The child can already ride a bike.,,
84886455021,rauchen,Ich rauche nicht.,to smoke,I don’t smoke.,,
84886455022,"der Raum, -ä, e",Der Unterricht ist in Raum 332.,room,The class is in room 332.,,
84886455023,"die Rechnung, -en","Die Rechnung, bitte.",bill,"The bill, please.",,
84886455024,rechts,Die Schillerstraße ist hier rechts.,right,Schillerstraße is on the right here.,,
84886455025,regnen,Heute regnet es.,to rain,Today it’s raining.,,
84886455026,der Regen,Bei diesem Regen gehe ich nicht raus.,rain,I’m not going out in this rain.,,
84886455027,der Reis,Ich esse gern Reis.,rice,I like eating rice.,,
84886455028,reisen,Ich reise gern.,to travel,I like to travel.,,
84886455029,die Reise,Wir machen eine Reise nach Österreich.,journey / trip,We are going on a trip to Austria.,,
84886455030,"das Reisebüro, -s",Mein Mann arbeitet im Reisebüro.,travel agency,My husband works at a travel agency.,,
84886455031,der Reiseführer,Ich kaufe mir einen Reiseführer von Berlin.,travel guide,I will buy myself a travel guide for Berlin.,,
84886455032,der Reiseführer,Unser Reiseführer heißt Peter.,tour guide,Our tour guide is called Peter.,,
84886455033,reparieren,Er hat das Fahrrad repariert.,to repair,He repaired the bicycle.,,
84886455034,die Reparatur,Die Reparatur ist sehr teuer.,repair,The repair is very expensive.,,
84886455035,"das Restaurant, -s",Wir essen heute in einem Restaurant.,restaurant,We are eating at a restaurant today.,,
84886455036,die Rezeption,Fragen Sie bitte im Hotel an der Rezeption.,reception,Please ask at the hotel reception.,,
84886455037,richtig,Habe ich das richtig verstanden?,correct,Have I understood that correctly?,,
84886455038,richtig,Das ist richtig.,right / correct,That's right.,,
84886455039,riechen,Dieser Wein riecht gut.,to smell,This wine smells good.,,
